actions_per_minute,avg_time_between_actions,repeated_actions_ratio,max_actions_in_10s,action_count,action_times,action_types,last_action_time,same_ip_with_other_user,num_users_on_same_ip,ip_address,self_play_detected,time_between_account_switch,shared_device_ids,history_vs_same_ip_ratio,vs_same_user_ratio,win_loss_ratio_against_new_users,games_played,wins_against_new,session_duration_mean,session_start_time,sessions_count,actions_vs_idle_ratio,night_activity_ratio,night_sessions,total_sessions,is_cheating,suspicious_event_count,ip_suspiciousness_score,ip_change_count,ip_based_games,ip_based_wins,cheating_score_features
66.02,0.99,0.94,26,240,"[0.09, 0.2, 0.27, 0.11, 0.4, 0.48, 0.24, 0.47, 0.28, 0.13, 0.34, 0.39, 0.1, 0.1, 0.32, 0.43, 0.25, 0.3, 0.07, 0.48, 0.08, 0.22, 0.34, 0.16, 0.41, 0.25, 0.39, 0.05, 0.42, 0.08, 0.07, 0.06, 0.27, 0.22, 0.18, 0.47, 0.27, 0.34, 0.07, 0.4, 0.13, 0.39, 0.05, 0.12, 0.3, 0.46, 0.24, 0.16, 0.36, 0.45, 0.49, 0.06, 0.45, 0.08, 0.01, 0.34, 0.12, 0.19, 0.16, 0.48, 0.13, 0.46, 0.31, 0.13, 0.32, 0.22, 0.43, 0.27, 0.07, 0.22, 0.09, 0.15, 0.06, 0.03, 0.28, 0.34, 0.02, 0.26, 0.42, 0.36, 0.04, 0.41, 0.09, 0.12, 0.27, 0.44, 0.42, 0.07, 0.09, 0.17, 0.04, 0.46, 0.41, 0.46, 0.05, 0.07, 0.29, 0.02, 0.5, 0.46, 0.19, 0.15, 0.27, 0.5, 0.38, 0.2, 0.26, 0.04, 0.28, 0.18, 0.44, 0.27, 0.19, 0.34, 0.35, 0.17, 0.38, 0.49, 0.13, 0.29, 0.28, 0.2, 0.09, 0.01, 0.31, 0.18, 0.06, 0.47, 0.04, 0.26, 0.05, 0.14, 0.49, 0.2, 0.39, 0.32, 0.32, 0.33, 0.11, 0.19, 0.19, 0.13, 0.24, 0.37, 0.08, 0.16, 0.27, 0.35, 0.42, 0.32, 0.15, 0.18, 0.49, 0.29, 0.39, 0.29, 0.13, 0.37, 0.28, 0.26, 0.14, 0.3, 0.47, 0.19, 0.38, 0.19, 0.24, 0.47, 0.1, 0.28, 0.4, 0.41, 0.15, 0.17, 0.31, 0.15, 0.2, 0.34, 0.33, 0.2, 0.2, 0.14, 0.12, 0.14, 0.12, 0.13, 0.13, 0.25, 0.03, 0.33, 0.28, 0.27, 0.12, 0.03, 0.35, 0.22, 0.18, 0.46, 0.16, 0.34, 0.41, 0.42, 0.29, 0.05, 0.21, 0.2, 0.21, 0.07, 0.06, 0.25, 0.21, 0.18, 0.06, 0.31, 0.09, 0.07, 0.21, 0.43, 0.18, 0.35, 0.4, 0.35, 0.49, 0.4, 0.34, 0.23, 0.25, 0.25, 0.34, 0.03, 0.43, 0.05, 0.02, 0.29, 0.28, 0.15, 0.38, 0.47, 0.11, 0.43]",{'move': 240},2025-04-25T08:07:33.917971,False,0,10.0.0.28,True,1.34,True,0.89,0.65,0.99,28,28,2.12,2025-04-25T08:06:34.557971,9,1.0,0.89,8,9,True,7,0.0,0,0,0,110.83
58.95,0.26,0.93,13,258,"[0.19, 0.31, 0.47, 0.36, 0.29, 0.42, 0.09, 0.1, 0.31, 0.26, 0.33, 0.48, 0.28, 0.21, 0.44, 0.26, 0.26, 0.46, 0.18, 0.48, 0.06, 0.4, 0.19, 0.43, 0.23, 0.38, 0.45, 0.35, 0.06, 0.35, 0.45, 0.34, 0.29, 0.13, 0.03, 0.34, 0.09, 0.44, 0.4, 0.37, 0.47, 0.22, 0.44, 0.45, 0.03, 0.45, 0.02, 0.36, 0.47, 0.11, 0.2, 0.07, 0.18, 0.3, 0.11, 0.23, 0.49, 0.32, 0.37, 0.15, 0.16, 0.33, 0.32, 0.41, 0.32, 0.08, 0.07, 0.25, 0.49, 0.24, 0.41, 0.28, 0.41, 0.33, 0.02, 0.1, 0.15, 0.31, 0.15, 0.45, 0.48, 0.45, 0.09, 0.15, 0.05, 0.41, 0.37, 0.25, 0.46, 0.17, 0.21, 0.36, 0.16, 0.36, 0.44, 0.12, 0.25, 0.09, 0.44, 0.14, 0.15, 0.16, 0.16, 0.06, 0.24, 0.49, 0.03, 0.13, 0.17, 0.3, 0.38, 0.13, 0.04, 0.36, 0.3, 0.1, 0.28, 0.4, 0.05, 0.36, 0.4, 0.19, 0.29, 0.38, 0.05, 0.01, 0.06, 0.05, 0.47, 0.08, 0.32, 0.48, 0.02, 0.02, 0.49, 0.26, 0.1, 0.27, 0.04, 0.46, 0.04, 0.12, 0.15, 0.12, 0.45, 0.26, 0.45, 0.21, 0.39, 0.05, 0.17, 0.11, 0.1, 0.03, 0.11, 0.31, 0.15, 0.13, 0.06, 0.5, 0.16, 0.26, 0.39, 0.33, 0.28, 0.4, 0.41, 0.03, 0.29, 0.29, 0.02, 0.46, 0.48, 0.45, 0.25, 0.23, 0.19, 0.48, 0.03, 0.18, 0.27, 0.12, 0.23, 0.28, 0.25, 0.15, 0.26, 0.32, 0.02, 0.33, 0.32, 0.49, 0.25, 0.22, 0.42, 0.46, 0.36, 0.08, 0.02, 0.03, 0.1, 0.19, 0.41, 0.45, 0.44, 0.46, 0.47, 0.15, 0.38, 0.49, 0.02, 0.1, 0.04, 0.13, 0.41, 0.39, 0.25, 0.08, 0.05, 0.24, 0.01, 0.15, 0.47, 0.4, 0.1, 0.19, 0.33, 0.11, 0.39, 0.28, 0.1, 0.11, 0.09, 0.31, 0.07, 0.45, 0.19, 0.37, 0.19, 0.25, 0.45, 0.18, 0.49, 0.14, 0.41, 0.4, 0.41, 0.03, 0.09, 0.15, 0.49, 0.33, 0.45, 0.21, 0.41, 0.18, 0.17, 0.24]",{'move': 258},2025-05-13T10:07:40.858336,False,1,10.0.0.4,True,2.44,True,0.93,0.6,0.96,30,30,2.21,2025-05-13T10:06:34.558336,5,0.97,0.6,3,5,True,16,0.0,0,0,0,100.84999999999998
87.75,2.09,0.98,26,177,"[0.42, 0.14, 0.04, 0.29, 0.32, 0.4, 0.04, 0.18, 0.32, 0.33, 0.24, 0.02, 0.04, 0.08, 0.34, 0.14, 0.33, 0.04, 0.18, 0.46, 0.21, 0.3, 0.01, 0.02, 0.48, 0.32, 0.37, 0.16, 0.17, 0.42, 0.48, 0.04, 0.16, 0.23, 0.34, 0.1, 0.03, 0.23, 0.3, 0.34, 0.48, 0.02, 0.48, 0.42, 0.21, 0.26, 0.3, 0.11, 0.34, 0.05, 0.29, 0.12, 0.13, 0.49, 0.22, 0.23, 0.04, 0.23, 0.23, 0.01, 0.37, 0.33, 0.49, 0.02, 0.48, 0.19, 0.34, 0.01, 0.24, 0.02, 0.16, 0.37, 0.02, 0.41, 0.22, 0.27, 0.16, 0.15, 0.33, 0.13, 0.22, 0.04, 0.39, 0.38, 0.06, 0.02, 0.16, 0.36, 0.17, 0.05, 0.43, 0.35, 0.06, 0.2, 0.19, 0.39, 0.2, 0.24, 0.3, 0.07, 0.43, 0.31, 0.24, 0.05, 0.24, 0.29, 0.34, 0.42, 0.15, 0.28, 0.18, 0.4, 0.31, 0.49, 0.26, 0.11, 0.25, 0.46, 0.01, 0.3, 0.44, 0.09, 0.02, 0.07, 0.39, 0.44, 0.24, 0.38, 0.38, 0.14, 0.45, 0.03, 0.05, 0.48, 0.47, 0.13, 0.06, 0.49, 0.09, 0.49, 0.31, 0.25, 0.48, 0.27, 0.36, 0.21, 0.4, 0.43, 0.27, 0.33, 0.18, 0.28, 0.18, 0.05, 0.45, 0.22, 0.15, 0.2, 0.16, 0.39, 0.35, 0.21, 0.08, 0.2, 0.23, 0.17, 0.17, 0.28, 0.36, 0.18, 0.34, 0.28, 0.45, 0.14, 0.34, 0.09, 0.14]",{'move': 177},2025-04-15T16:07:17.698734,False,1,10.0.0.134,True,2.4,True,0.72,0.98,0.98,99,99,0.44,2025-04-15T16:06:34.558734,3,0.96,1.0,3,3,True,20,0.0,0,0,0,147.3
83.4,1.54,0.92,11,287,"[0.1, 0.44, 0.31, 0.22, 0.18, 0.07, 0.31, 0.38, 0.3, 0.45, 0.39, 0.12, 0.16, 0.34, 0.46, 0.5, 0.28, 0.23, 0.4, 0.29, 0.36, 0.03, 0.4, 0.28, 0.17, 0.36, 0.45, 0.27, 0.15, 0.04, 0.04, 0.08, 0.05, 0.26, 0.39, 0.06, 0.46, 0.37, 0.2, 0.38, 0.26, 0.13, 0.11, 0.29, 0.18, 0.12, 0.47, 0.29, 0.02, 0.12, 0.03, 0.25, 0.3, 0.2, 0.1, 0.18, 0.18, 0.33, 0.29, 0.15, 0.24, 0.19, 0.19, 0.03, 0.28, 0.17, 0.44, 0.27, 0.31, 0.16, 0.14, 0.29, 0.42, 0.26, 0.37, 0.42, 0.42, 0.44, 0.24, 0.41, 0.05, 0.42, 0.11, 0.2, 0.18, 0.26, 0.13, 0.39, 0.1, 0.32, 0.42, 0.13, 0.18, 0.18, 0.09, 0.33, 0.36, 0.36, 0.46, 0.19, 0.33, 0.37, 0.21, 0.03, 0.13, 0.35, 0.05, 0.08, 0.25, 0.43, 0.46, 0.12, 0.48, 0.12, 0.48, 0.32, 0.03, 0.21, 0.43, 0.47, 0.12, 0.43, 0.47, 0.35, 0.38, 0.26, 0.4, 0.06, 0.33, 0.4, 0.48, 0.39, 0.06, 0.44, 0.2, 0.21, 0.01, 0.06, 0.34, 0.49, 0.28, 0.4, 0.27, 0.3, 0.17, 0.46, 0.31, 0.08, 0.42, 0.26, 0.44, 0.16, 0.45, 0.19, 0.26, 0.07, 0.3, 0.18, 0.19, 0.23, 0.05, 0.36, 0.47, 0.43, 0.28, 0.1, 0.44, 0.29, 0.04, 0.05, 0.07, 0.3, 0.23, 0.04, 0.34, 0.03, 0.3, 0.29, 0.02, 0.35, 0.23, 0.33, 0.23, 0.05, 0.19, 0.27, 0.13, 0.16, 0.09, 0.21, 0.11, 0.15, 0.3, 0.45, 0.24, 0.26, 0.32, 0.49, 0.21, 0.08, 0.39, 0.4, 0.14, 0.44, 0.42, 0.1, 0.3, 0.44, 0.28, 0.16, 0.03, 0.17, 0.45, 0.13, 0.43, 0.43, 0.17, 0.04, 0.29, 0.4, 0.27, 0.48, 0.28, 0.22, 0.28, 0.05, 0.06, 0.18, 0.49, 0.36, 0.4, 0.27, 0.45, 0.48, 0.34, 0.36, 0.37, 0.06, 0.44, 0.22, 0.17, 0.26, 0.43, 0.22, 0.07, 0.32, 0.1, 0.17, 0.23, 0.2, 0.11, 0.32, 0.24, 0.23, 0.49, 0.19, 0.31, 0.28, 0.3, 0.2, 0.27, 0.44, 0.01, 0.22, 0.09, 0.21, 0.48, 0.04, 0.36, 0.26, 0.34, 0.27, 0.44, 0.23, 0.27, 0.21, 0.18, 0.32, 0.44, 0.02, 0.08, 0.4, 0.45, 0.4, 0.43, 0.43, 0.32]",{'move': 287},2025-05-01T21:07:49.589068,False,1,10.0.0.66,True,1.43,True,0.98,0.92,0.98,53,53,1.42,2025-05-01T21:06:34.559068,1,1.0,1.0,1,1,True,19,0.0,0,0,0,126.59000000000003
39.48,1.86,0.81,21,117,"[0.47, 0.17, 0.33, 0.2, 0.06, 0.09, 0.09, 0.05, 0.27, 0.02, 0.28, 0.25, 0.12, 0.47, 0.42, 0.34, 0.44, 0.02, 0.19, 0.46, 0.45, 0.44, 0.32, 0.26, 0.11, 0.24, 0.49, 0.07, 0.3, 0.08, 0.44, 0.1, 0.26, 0.42, 0.21, 0.41, 0.36, 0.38, 0.19, 0.42, 0.38, 0.24, 0.27, 0.19, 0.33, 0.38, 0.35, 0.26, 0.09, 0.46, 0.26, 0.31, 0.27, 0.06, 0.12, 0.12, 0.46, 0.06, 0.12, 0.31, 0.18, 0.22, 0.11, 0.04, 0.43, 0.25, 0.44, 0.3, 0.03, 0.06, 0.4, 0.25, 0.32, 0.1, 0.2, 0.41, 0.29, 0.33, 0.1, 0.08, 0.03, 0.28, 0.16, 0.33, 0.32, 0.39, 0.15, 0.2, 0.2, 0.48, 0.39, 0.43, 0.45, 0.4, 0.27, 0.37, 0.4, 0.39, 0.41, 0.03, 0.03, 0.24, 0.47, 0.08, 0.38, 0.15, 0.24, 0.15, 0.3, 0.31, 0.5, 0.35, 0.33, 0.17, 0.04, 0.17, 0.34]",{'move': 117},2025-04-26T12:07:05.159506,False,0,10.0.0.101,True,4.89,True,0.89,0.85,0.97,88,88,0.35,2025-04-26T12:06:34.559506,3,0.98,0.33,1,3,True,7,0.0,0,0,0,81.41
92.58,0.21,0.95,22,182,"[0.02, 0.05, 0.03, 0.46, 0.39, 0.08, 0.29, 0.26, 0.44, 0.13, 0.39, 0.46, 0.48, 0.1, 0.23, 0.23, 0.48, 0.47, 0.05, 0.43, 0.09, 0.39, 0.38, 0.38, 0.3, 0.1, 0.11, 0.2, 0.36, 0.39, 0.11, 0.43, 0.19, 0.38, 0.49, 0.47, 0.05, 0.18, 0.46, 0.19, 0.31, 0.03, 0.4, 0.33, 0.39, 0.39, 0.43, 0.31, 0.34, 0.42, 0.43, 0.22, 0.3, 0.13, 0.18, 0.04, 0.38, 0.37, 0.45, 0.31, 0.2, 0.01, 0.08, 0.25, 0.23, 0.5, 0.48, 0.14, 0.17, 0.29, 0.28, 0.1, 0.47, 0.16, 0.08, 0.3, 0.35, 0.09, 0.45, 0.04, 0.03, 0.04, 0.32, 0.01, 0.27, 0.2, 0.25, 0.2, 0.15, 0.3, 0.17, 0.3, 0.21, 0.1, 0.09, 0.06, 0.25, 0.44, 0.42, 0.42, 0.09, 0.25, 0.4, 0.33, 0.19, 0.1, 0.39, 0.09, 0.12, 0.03, 0.23, 0.3, 0.05, 0.21, 0.26, 0.46, 0.11, 0.1, 0.21, 0.35, 0.22, 0.03, 0.11, 0.44, 0.39, 0.38, 0.26, 0.21, 0.32, 0.07, 0.1, 0.24, 0.23, 0.41, 0.33, 0.07, 0.49, 0.3, 0.35, 0.15, 0.2, 0.39, 0.07, 0.4, 0.26, 0.22, 0.43, 0.08, 0.43, 0.27, 0.34, 0.04, 0.25, 0.36, 0.11, 0.13, 0.13, 0.38, 0.12, 0.37, 0.37, 0.48, 0.36, 0.39, 0.43, 0.48, 0.04, 0.16, 0.49, 0.16, 0.24, 0.47, 0.1, 0.12, 0.17, 0.35, 0.03, 0.47, 0.26, 0.05, 0.29, 0.24]",{'move': 182},2025-04-27T10:07:21.239683,False,0,10.0.0.90,True,3.25,True,0.76,0.93,0.99,92,92,0.51,2025-04-27T10:06:34.559683,5,0.98,0.4,2,5,True,7,0.0,0,0,0,132.56
53.69,2.2,0.96,13,192,"[0.41, 0.11, 0.05, 0.32, 0.23, 0.09, 0.46, 0.14, 0.02, 0.06, 0.05, 0.33, 0.19, 0.13, 0.02, 0.17, 0.29, 0.09, 0.45, 0.3, 0.29, 0.34, 0.1, 0.33, 0.35, 0.11, 0.43, 0.04, 0.13, 0.19, 0.47, 0.26, 0.16, 0.42, 0.3, 0.28, 0.13, 0.08, 0.02, 0.27, 0.27, 0.03, 0.37, 0.32, 0.11, 0.43, 0.13, 0.05, 0.33, 0.39, 0.38, 0.07, 0.25, 0.33, 0.4, 0.31, 0.33, 0.26, 0.17, 0.46, 0.06, 0.38, 0.41, 0.35, 0.19, 0.44, 0.34, 0.18, 0.47, 0.48, 0.27, 0.04, 0.2, 0.21, 0.27, 0.41, 0.06, 0.28, 0.24, 0.29, 0.45, 0.29, 0.02, 0.44, 0.2, 0.27, 0.03, 0.18, 0.5, 0.19, 0.06, 0.1, 0.37, 0.15, 0.33, 0.09, 0.03, 0.29, 0.2, 0.03, 0.19, 0.33, 0.03, 0.37, 0.22, 0.05, 0.32, 0.28, 0.39, 0.02, 0.38, 0.3, 0.17, 0.22, 0.29, 0.32, 0.35, 0.22, 0.18, 0.47, 0.27, 0.23, 0.14, 0.07, 0.39, 0.26, 0.28, 0.03, 0.05, 0.47, 0.25, 0.44, 0.01, 0.28, 0.27, 0.01, 0.26, 0.16, 0.41, 0.16, 0.38, 0.46, 0.11, 0.27, 0.18, 0.14, 0.25, 0.36, 0.24, 0.04, 0.45, 0.24, 0.48, 0.25, 0.37, 0.19, 0.1, 0.31, 0.1, 0.3, 0.26, 0.41, 0.11, 0.33, 0.48, 0.06, 0.12, 0.13, 0.22, 0.05, 0.02, 0.46, 0.49, 0.19, 0.48, 0.44, 0.36, 0.2, 0.13, 0.29, 0.15, 0.37, 0.12, 0.4, 0.14, 0.12, 0.1, 0.44, 0.11, 0.25, 0.28, 0.48]",{'move': 192},2025-04-22T23:07:21.299947,False,2,10.0.0.20,True,4.63,True,0.98,0.88,0.99,51,51,0.92,2025-04-22T23:06:34.559947,2,0.98,1.0,2,2,True,9,0.0,0,0,0,93.22999999999999
59.6,0.84,0.97,9,159,"[0.19, 0.03, 0.4, 0.17, 0.08, 0.49, 0.25, 0.02, 0.32, 0.32, 0.23, 0.17, 0.27, 0.42, 0.06, 0.26, 0.46, 0.32, 0.12, 0.23, 0.19, 0.03, 0.02, 0.21, 0.23, 0.05, 0.37, 0.29, 0.06, 0.33, 0.04, 0.42, 0.45, 0.37, 0.23, 0.27, 0.17, 0.38, 0.1, 0.35, 0.13, 0.28, 0.24, 0.36, 0.29, 0.48, 0.33, 0.41, 0.37, 0.13, 0.44, 0.18, 0.19, 0.28, 0.11, 0.01, 0.03, 0.33, 0.49, 0.22, 0.17, 0.22, 0.23, 0.49, 0.25, 0.2, 0.42, 0.01, 0.18, 0.23, 0.5, 0.07, 0.17, 0.46, 0.49, 0.3, 0.34, 0.25, 0.48, 0.4, 0.4, 0.11, 0.07, 0.15, 0.16, 0.02, 0.37, 0.35, 0.07, 0.19, 0.26, 0.36, 0.39, 0.19, 0.2, 0.43, 0.47, 0.49, 0.26, 0.16, 0.48, 0.16, 0.04, 0.38, 0.19, 0.03, 0.18, 0.12, 0.07, 0.2, 0.42, 0.18, 0.2, 0.41, 0.2, 0.24, 0.19, 0.38, 0.06, 0.22, 0.09, 0.39, 0.16, 0.15, 0.38, 0.2, 0.16, 0.45, 0.12, 0.12, 0.4, 0.15, 0.39, 0.09, 0.11, 0.11, 0.14, 0.04, 0.04, 0.07, 0.37, 0.17, 0.33, 0.14, 0.22, 0.28, 0.25, 0.05, 0.14, 0.37, 0.36, 0.3, 0.5, 0.49, 0.36, 0.05, 0.13, 0.32, 0.33]",{'move': 159},2025-04-24T16:07:13.460305,False,1,10.0.0.154,True,3.83,True,0.94,0.6,0.97,33,33,1.18,2025-04-24T16:06:34.560305,5,0.98,1.0,5,5,True,10,0.0,0,0,0,92.91
42.36,0.39,1.0,17,89,"[0.46, 0.45, 0.39, 0.13, 0.43, 0.33, 0.19, 0.39, 0.05, 0.43, 0.31, 0.04, 0.32, 0.13, 0.17, 0.34, 0.18, 0.16, 0.17, 0.31, 0.13, 0.31, 0.3, 0.5, 0.33, 0.04, 0.34, 0.23, 0.29, 0.44, 0.25, 0.28, 0.38, 0.34, 0.43, 0.08, 0.1, 0.46, 0.04, 0.18, 0.17, 0.48, 0.07, 0.39, 0.27, 0.28, 0.09, 0.1, 0.03, 0.47, 0.02, 0.38, 0.39, 0.39, 0.04, 0.09, 0.34, 0.15, 0.44, 0.09, 0.07, 0.13, 0.47, 0.39, 0.25, 0.38, 0.26, 0.3, 0.03, 0.35, 0.05, 0.13, 0.28, 0.17, 0.2, 0.19, 0.26, 0.17, 0.42, 0.3, 0.26, 0.33, 0.49, 0.49, 0.49, 0.05, 0.02, 0.49, 0.08]",{'move': 89},2025-05-01T01:06:57.570564,False,1,10.0.0.234,True,2.31,True,0.71,0.61,0.98,50,50,0.46,2025-05-01T01:06:34.560564,7,0.99,0.14,1,7,True,17,0.0,0,0,0,86.94999999999999
91.64,0.1,0.81,26,155,"[0.43, 0.4, 0.12, 0.48, 0.19, 0.15, 0.27, 0.1, 0.5, 0.37, 0.23, 0.12, 0.32, 0.2, 0.43, 0.42, 0.31, 0.14, 0.45, 0.23, 0.48, 0.43, 0.35, 0.41, 0.03, 0.16, 0.07, 0.37, 0.45, 0.19, 0.45, 0.49, 0.36, 0.19, 0.11, 0.2, 0.33, 0.29, 0.47, 0.28, 0.1, 0.3, 0.04, 0.36, 0.28, 0.42, 0.17, 0.02, 0.49, 0.23, 0.38, 0.36, 0.15, 0.4, 0.4, 0.26, 0.44, 0.09, 0.48, 0.36, 0.46, 0.08, 0.02, 0.43, 0.25, 0.06, 0.28, 0.17, 0.36, 0.2, 0.35, 0.47, 0.47, 0.34, 0.11, 0.2, 0.19, 0.42, 0.45, 0.15, 0.1, 0.17, 0.07, 0.14, 0.15, 0.41, 0.19, 0.19, 0.46, 0.11, 0.47, 0.35, 0.33, 0.2, 0.19, 0.06, 0.13, 0.34, 0.17, 0.29, 0.22, 0.03, 0.12, 0.08, 0.36, 0.22, 0.31, 0.35, 0.14, 0.48, 0.26, 0.09, 0.4, 0.02, 0.35, 0.39, 0.29, 0.08, 0.2, 0.42, 0.02, 0.39, 0.12, 0.21, 0.09, 0.1, 0.42, 0.48, 0.34, 0.24, 0.18, 0.1, 0.18, 0.34, 0.15, 0.08, 0.27, 0.45, 0.14, 0.31, 0.44, 0.2, 0.44, 0.27, 0.23, 0.13, 0.33, 0.43, 0.33, 0.21, 0.49, 0.09, 0.47, 0.18, 0.05]",{'move': 155},2025-05-02T01:07:15.950735,False,1,10.0.0.170,True,1.75,True,0.91,0.51,0.97,50,50,0.83,2025-05-02T01:06:34.560735,8,0.96,0.62,5,8,True,18,0.0,0,0,0,146.1
93.71,0.09,0.89,25,133,"[0.46, 0.35, 0.07, 0.28, 0.16, 0.4, 0.22, 0.36, 0.31, 0.18, 0.18, 0.08, 0.27, 0.04, 0.36, 0.07, 0.35, 0.29, 0.1, 0.31, 0.08, 0.38, 0.42, 0.02, 0.07, 0.11, 0.03, 0.34, 0.24, 0.4, 0.16, 0.07, 0.16, 0.34, 0.15, 0.16, 0.39, 0.41, 0.13, 0.14, 0.47, 0.05, 0.11, 0.25, 0.31, 0.46, 0.13, 0.16, 0.4, 0.25, 0.26, 0.4, 0.1, 0.25, 0.09, 0.37, 0.3, 0.31, 0.17, 0.07, 0.46, 0.11, 0.27, 0.33, 0.37, 0.47, 0.21, 0.05, 0.03, 0.3, 0.28, 0.48, 0.34, 0.29, 0.02, 0.19, 0.02, 0.46, 0.37, 0.42, 0.28, 0.38, 0.29, 0.49, 0.02, 0.49, 0.08, 0.38, 0.06, 0.43, 0.33, 0.15, 0.32, 0.13, 0.12, 0.16, 0.26, 0.49, 0.38, 0.08, 0.38, 0.31, 0.07, 0.47, 0.16, 0.17, 0.05, 0.18, 0.44, 0.3, 0.37, 0.24, 0.21, 0.38, 0.1, 0.4, 0.26, 0.19, 0.03, 0.48, 0.11, 0.06, 0.31, 0.11, 0.29, 0.44, 0.47, 0.33, 0.17, 0.4, 0.23, 0.3, 0.37]",{'move': 133},2025-04-20T11:07:08.080975,False,2,10.0.0.80,True,0.53,True,0.99,0.72,0.96,97,97,0.35,2025-04-20T11:06:34.560975,3,0.98,0.67,2,3,True,9,0.0,0,0,0,137.88999999999996
50.55,2.35,0.95,28,294,"[0.44, 0.36, 0.25, 0.19, 0.05, 0.36, 0.1, 0.13, 0.39, 0.47, 0.38, 0.23, 0.45, 0.5, 0.14, 0.09, 0.34, 0.09, 0.16, 0.24, 0.49, 0.41, 0.42, 0.27, 0.38, 0.18, 0.29, 0.31, 0.04, 0.41, 0.46, 0.29, 0.25, 0.01, 0.31, 0.11, 0.33, 0.34, 0.4, 0.33, 0.29, 0.24, 0.22, 0.05, 0.01, 0.07, 0.04, 0.44, 0.38, 0.31, 0.13, 0.24, 0.17, 0.17, 0.2, 0.26, 0.27, 0.09, 0.33, 0.15, 0.39, 0.14, 0.07, 0.4, 0.02, 0.33, 0.06, 0.06, 0.31, 0.4, 0.49, 0.1, 0.43, 0.21, 0.35, 0.06, 0.14, 0.02, 0.28, 0.27, 0.05, 0.25, 0.47, 0.47, 0.16, 0.49, 0.09, 0.11, 0.25, 0.16, 0.02, 0.11, 0.35, 0.05, 0.47, 0.15, 0.45, 0.44, 0.31, 0.13, 0.04, 0.42, 0.41, 0.3, 0.29, 0.39, 0.28, 0.05, 0.22, 0.3, 0.41, 0.15, 0.13, 0.43, 0.36, 0.31, 0.48, 0.42, 0.25, 0.1, 0.3, 0.11, 0.31, 0.3, 0.05, 0.17, 0.07, 0.04, 0.46, 0.43, 0.4, 0.38, 0.16, 0.11, 0.02, 0.44, 0.13, 0.34, 0.26, 0.3, 0.2, 0.23, 0.49, 0.2, 0.22, 0.48, 0.48, 0.44, 0.26, 0.27, 0.3, 0.1, 0.49, 0.29, 0.28, 0.15, 0.4, 0.45, 0.16, 0.48, 0.09, 0.23, 0.13, 0.38, 0.2, 0.49, 0.32, 0.03, 0.04, 0.36, 0.33, 0.08, 0.32, 0.29, 0.34, 0.01, 0.39, 0.24, 0.28, 0.2, 0.25, 0.48, 0.18, 0.46, 0.44, 0.29, 0.36, 0.09, 0.33, 0.32, 0.05, 0.31, 0.3, 0.34, 0.05, 0.25, 0.2, 0.44, 0.15, 0.49, 0.16, 0.1, 0.5, 0.36, 0.48, 0.49, 0.02, 0.46, 0.05, 0.46, 0.19, 0.06, 0.42, 0.44, 0.14, 0.39, 0.44, 0.48, 0.26, 0.32, 0.3, 0.25, 0.3, 0.34, 0.31, 0.14, 0.42, 0.48, 0.3, 0.27, 0.25, 0.37, 0.24, 0.31, 0.43, 0.14, 0.04, 0.33, 0.09, 0.29, 0.08, 0.22, 0.27, 0.22, 0.15, 0.48, 0.21, 0.13, 0.29, 0.43, 0.32, 0.05, 0.06, 0.5, 0.38, 0.32, 0.25, 0.41, 0.27, 0.41, 0.19, 0.12, 0.29, 0.49, 0.29, 0.05, 0.22, 0.04, 0.19, 0.44, 0.04, 0.15, 0.12, 0.03, 0.07, 0.18, 0.24, 0.23, 0.3, 0.13, 0.19, 0.12, 0.35, 0.1, 0.09, 0.09, 0.48, 0.41, 0.45, 0.3, 0.08, 0.21, 0.13, 0.03]",{'move': 294},2025-05-09T21:07:51.051238,False,2,10.0.0.46,True,0.66,True,0.72,0.86,1.0,20,20,3.82,2025-05-09T21:06:34.561238,3,0.97,0.67,2,3,True,12,0.0,0,0,0,106.54999999999998
